id,Name,titleProject_id,class,score,login,password
325,Боготынина София Егоровна,63,11б,5,Боготынина_СЕ,kTiRaj5K
326,Саюшкин Игорь Алексиевич,211,11х,5,Саюшкин_ИА,IO5KaKGE
327,Потешных Тамара Николаевна,468,11в,3,Потешных_ТН,QbHmDmqV
328,Незлина Жанна Василевна,426,8б,5,Незлина_ЖВ,90QEICra
329,Федичева Вероника Кирилловна,37,7х,4,Федичева_ВК,x3wGL9Lu
330,Пустынкин Вадим Антонович,388,10в,5,Пустынкин_ВА,BbabzJg7
331,Аринакова Ирина Михайловна,150,8в,5,Аринакова_ИМ,JVRqFqUL
332,Обиралкова Мария Егоровна,294,11т,5,Обиралкова_МЕ,ZbketuXB
333,Аристарова Валентина Максимовна,443,11г,2,Аристарова_ВМ,YrRJ0Yoj
334,Яуров Герасим Юрьевич,38,9а,5,Яуров_ГЮ,n5TQIIbw
335,Духонькин Вячеслав Фёдорович,2,9в,4,Духонькин_ВФ,WMK5uZOF
336,Гвасков Евгений Михаилович,402,9в,5,Гвасков_ЕМ,EpTMDreX
337,Жабынина Галина Николаевна,185,7х,5,Жабынина_ГН,uLN7SEKB
338,Шерюкова Виолетта Романовна,440,9б,4,Шерюкова_ВР,P3j7h7HF
339,Колокатов Пётр Евгеньевич,484,10в,3,Колокатов_ПЕ,tV1cgvYU
340,Шайдуков Андрей Михаилович,317,9и,4,Шайдуков_АМ,CCBS6l9F
341,Смирнягина Дарья Игоревна,425,10в,4,Смирнягина_ДИ,hxCViML5
342,Штырева Ева Олеговна,258,11и,2,Штырева_ЕО,mnX8TNr9
343,Ашукин Вячеслав Михаилович,191,10т,4,Ашукин_ВМ,odZEruSR
344,Рубченкова Галина Алексеевна,190,9в,3,Рубченкова_ГА,xAWfwNCQ
345,Зархин Иван Алексиевич,478,11и,5,Зархин_ИА,FNRlwqI0
346,Адиотов Дмитрий Павлович,156,7б,3,Адиотов_ДП,D0EFCdeo
347,Тищенкова Раиса Валерьевна,79,7д,3,Тищенкова_РВ,yfPyYmZF
348,Лозеев Илья Петрович,205,10д,2,Лозеев_ИП,uXpoSwz3
349,Кобяшов Герасим Михаилович,305,11т,2,Кобяшов_ГМ,AU9fHFVi
350,Ронова Клавдия Валерьевна,107,7и,4,Ронова_КВ,K93wy8kj
351,Стрижнов Алексей Евгеньевич,385,11г,3,Стрижнов_АЕ,sggJsWeE
352,Волынский Алексей Виталиевич,362,11т,5,Волынский_АВ,Z2wPTbx6
353,Машонский Василий Данилович,23,9д,5,Машонский_ВД,i987OEEC
354,Буриева Зинаида Аркадьевна,104,11д,4,Буриева_ЗА,4CRSZETw
355,Борщина Алёна Ивановна,377,11а,5,Борщина_АИ,KNIqzirc
356,Белчков Олег Иванович,275,10а,4,Белчков_ОИ,R5Pgj67N
357,Остропиков Альберт Данилович,157,8г,2,Остропиков_АД,vq1flC5W
358,Оргонова Любовь Максимовна,264,7б,4,Оргонова_ЛМ,QR7aD2at
359,Мальков Юрий Евгеньевич,228,7г,3,Мальков_ЮЕ,y4VAJQWb
360,Свльхова Наталья Вадимовна,160,9т,5,Свльхова_НВ,ANkfmUMU
361,Мякушков Герасим Леонидович,102,10т,3,Мякушков_ГЛ,XgtYWI1p
362,Межуев Георгий Юриевич,355,8г,4,Межуев_ГЮ,Z6FtLYdX
363,Чериншев Александр Сергеевич,439,8а,2,Чериншев_АС,PC2EEVno
364,Муниров Алексей Андреевич,117,11г,3,Муниров_АА,TySxM0Ug
365,Климухин Руслан Романович,269,10в,3,Климухин_РР,Y4C1shK3
366,Дембская Екатерина Никитична,64,11б,4,Дембская_ЕН,PhxlYhUg
367,Тюнеев Яков Фёдорович,417,10т,2,Тюнеев_ЯФ,EPaUEdLD
368,Трушитин Антон Данилович,168,9х,3,Трушитин_АД,tSDXWJhz
369,Балакишиев Роман Алексиевич,143,11х,5,Балакишиев_РА,ZtZyWBfg
370,Немтюрева Валерия Аркадьевна,12,10г,4,Немтюрева_ВА,dO6B5v61
371,Складанова Клавдия Аркадьевна,257,9а,3,Складанова_КА,FNt17S7k
372,Заходина Полина Леонидовна,93,10д,4,Заходина_ПЛ,hg7VX3Pd
373,Муринов Анатолий Борисович,171,11б,5,Муринов_АБ,YFmTEBLA
374,Гришалова Любовь Евгеньевна,301,8т,3,Гришалова_ЛЕ,CWQs1msS
375,Ситчихин Станислав Георгиевич,247,8т,5,Ситчихин_СГ,hfPEzKYU
376,Просяных Георгий Василиевич,366,9в,2,Просяных_ГВ,0Lch2ryT
377,Дзабиев Григорий Георгиевич,259,11д,5,Дзабиев_ГГ,VbRErSat
378,Рыбаулин Григорий Алексеевич,140,11а,5,Рыбаулин_ГА,scTbOxGV
379,Тупиева Екатерина Ивановна,400,7д,2,Тупиева_ЕИ,7Z0IcSBq
380,Куверчева Алена Ивановна,170,10д,3,Куверчева_АИ,UMYGW4TT
381,Цаблинова Виктория Богдановна,342,9г,4,Цаблинова_ВБ,kMm2jDue
382,Синенков Григорий Леонидович,230,9в,5,Синенков_ГЛ,MV0ehnf5
383,Лизункин Артур Олегович,4,11в,5,Лизункин_АО,XbgH34qa
384,Славущева Александра Эдуардовна,81,8а,5,Славущева_АЭ,AA80ZPdd
385,Шахвердов Дмитрий Антонович,132,11б,2,Шахвердов_ДА,EqcaPpja
386,Рапацкая Ольга Ивановна,223,10г,3,Рапацкая_ОИ,KiyLoiUE
387,Сторокожев Виталий Аркадиевич,159,9б,2,Сторокожев_ВА,HUNOs1qf
388,Половодов Кирилл Николаевич,18,8т,5,Половодов_КН,0MgMvqda
389,Халтанова Алена Дмитриевна,49,8б,3,Халтанова_АД,7In2X88P
390,Заложнев Роман Фёдорович,448,8в,4,Заложнев_РФ,UGckM0KE
391,Рыжих Кристина Аркадьевна,213,7а,4,Рыжих_КА,ALvWhbOE
392,Буров Руслан Игоревич,405,11и,5,Буров_РИ,ruJ9tzcr
393,Гачков Виталий Евгеньевич,277,9т,4,Гачков_ВЕ,agwOrKAB
394,Кадилов Геннадий Борисович,225,10в,3,Кадилов_ГБ,s5csROyG
395,Гликина Алёна Эдуардовна,454,9б,3,Гликина_АЭ,rlFpyG1Y
396,Ичкинина Любовь Андреевна,299,8г,5,Ичкинина_ЛА,0yQZsEzu
397,Мозшорина Кира Дмитриевна,65,8б,3,Мозшорина_КД,G3g9fdqi
398,Брижеватов Константин Борисович,152,11т,2,Брижеватов_КБ,db5DBH1M
399,Бучеров Тарас Викторович,429,10д,4,Бучеров_ТВ,kPQaracH
400,Мисютина Валерия Эдуардовна,368,9г,2,Мисютина_ВЭ,D8KWF4Yu
401,Льянов Федор Вадимович,328,8а,4,Льянов_ФВ,oHXdmET3
402,Щуркин Георгий Яковлевич,180,8в,4,Щуркин_ГЯ,6WUnfnWn
403,Акулин Федор Адамович,241,10г,4,Акулин_ФА,pXzy1VIm
404,Волженкова Екатерина Ивановна,233,9д,4,Волженкова_ЕИ,33KODTaK
405,Махометова София Викторовна,424,8и,3,Махометова_СВ,ZWfiiN0W
406,Зызлов Геннадий Антонович,274,7в,3,Зызлов_ГА,m5hNlmZW
407,Девляшова Кира Олеговна,51,11д,5,Девляшова_КО,1omtthoa
408,Яковкина Алена Никитична,320,9т,5,Яковкина_АН,lh768K7w
409,Бузулев Вадим Николаевич,331,10д,3,Бузулев_ВН,e28IYfE0
410,Ганельский Юрий Юриевич,474,9д,3,Ганельский_ЮЮ,HgfuMx7B
411,Шкапрова Ева Ивановна,371,7б,5,Шкапрова_ЕИ,ABPPZc8k
412,Чичирин Владимир Георгиевич,11,10а,4,Чичирин_ВГ,Yp2VaqOy
413,Шилова Надежда Викторовна,124,9б,2,Шилова_НВ,WIyJEsrg
414,Коваев Руслан Михаилович,487,9т,3,Коваев_РМ,2S8Y3FJU
415,Саверина Надежда Андреевна,407,11б,4,Саверина_НА,W8Cmf1rG
416,Тишанкин Олег Адамович,334,9д,3,Тишанкин_ОА,c5L22o5y
417,Широпаев Валерий Сергеевич,406,9б,2,Широпаев_ВС,2qJsAo2q
418,Щепанин Олег Адамович,226,7а,3,Щепанин_ОА,6jx2ONjP
419,Оплетин Владислав Аркадиевич,361,10х,4,Оплетин_ВА,X9ZX94g0
420,Оденова Карина Андреевна,409,8и,4,Оденова_КА,pVVq1Axw
421,Семагин Альберт Андреевич,456,10х,4,Семагин_АА,vcUhdMBk
422,Черданцева Анастасия Олеговна,128,8х,3,Черданцева_АО,AzUstfWY
423,Лонцова Елизавета Эдуардовна,224,7х,3,Лонцова_ЕЭ,boTTDV3v
424,Сарсекеева Алёна Никитична,462,11и,4,Сарсекеева_АН,EEMwHb15
425,Аковецкий Антон Евгеньевич,500,8б,4,Аковецкий_АЕ,zRlrQuNb
426,Аратский Станислав Борисович,351,9и,2,Аратский_СБ,J9scNsQ9
427,Чужриков Пётр Денисович,200,9в,3,Чужриков_ПД,qvGhYmnd
428,Никитшин Алексей Кириллович,111,11и,3,Никитшин_АК,Up15DMD1
429,Симендяев Василий Алексиевич,45,8д,4,Симендяев_ВА,BI176Wuo
430,Ошитков Максим Сергеевич,151,10г,4,Ошитков_МС,yD9YvTGi
431,Юрасов Евгений Романович,338,9и,3,Юрасов_ЕР,RgePudLj
432,Головяшин Павел Юриевич,179,7г,5,Головяшин_ПЮ,zqHYX3vw
433,Манжурина Екатерина Сергеевна,219,7т,3,Манжурина_ЕС,xr0xILUr
434,Никурашин Олег Евгеньевич,291,11х,2,Никурашин_ОЕ,IQM7tg9M
435,Бехтерев Федор Вадимович,137,9х,3,Бехтерев_ФВ,xw8qOrbq
436,Годлевская Катерина Дмитриевна,403,11г,3,Годлевская_КД,PUclAcIm
437,Акиярова Алина Эдуардовна,9,11а,4,Акиярова_АЭ,izVzHCqV
438,Милина Алена Петровна,359,8г,3,Милина_АП,WTlcrglq
439,Воловин Борис Викторович,350,7т,2,Воловин_БВ,tcteLFoS
440,Туморина Ксения Федоровна,133,8б,5,Туморина_КФ,lArTbe5s
441,Желейков Вячеслав Яковлевич,199,8г,3,Желейков_ВЯ,GXBMM99e
442,Шишорнина Екатерина Алексеевна,183,8т,3,Шишорнина_ЕА,8VtpPWmv
443,Юумогулова Виолетта Игоревна,311,10х,3,Юумогулова_ВИ,CkrQyhIe
444,Рецков Денис Денисович,85,10д,2,Рецков_ДД,YktgAtNb
445,Химунина Елизавета Ивановна,392,7д,2,Химунина_ЕИ,5HzijXMK
446,Кобрянов Александр Алексиевич,455,7т,2,Кобрянов_АА,plHJTpNC
447,Бирылов Тарас Данилович,243,11а,3,Бирылов_ТД,b9dniNdv
448,Туфатулин Ярослав Леонидович,485,8х,4,Туфатулин_ЯЛ,suSxTi1O
449,Долбишев Николай Аркадиевич,292,10б,5,Долбишев_НА,AlWa32xk
450,Махтумова Алёна Эдуардовна,186,10б,4,Махтумова_АЭ,fxW8zfjF
451,Нарзаркин Алексей Романович,423,10т,2,Нарзаркин_АР,ODzkngQT
452,Куранина Алена Леонидовна,196,9б,4,Куранина_АЛ,oxsyd4iw
453,Ситюков Аркадий Евгеньевич,32,10в,3,Ситюков_АЕ,8Aik2kEg
454,Мизюрова Алиса Никитична,176,7г,4,Мизюрова_АН,5uRA0ong
455,Пандурова Алиса Дмитриевна,130,9б,2,Пандурова_АД,ApdIxgBX
456,Жилейкин Борис Тимофеевич,91,7в,2,Жилейкин_БТ,nDvsL45K
457,Корпункова Виолетта Сергеевна,83,11а,3,Корпункова_ВС,nYBvZFeN
458,Пашохонова Анастасия Федоровна,467,9в,4,Пашохонова_АФ,KJwsWrpz
459,Сузальцева Тамара Михайловна,357,8х,4,Сузальцева_ТМ,mItxMkIa
460,Чиличкина Светлана Яковлевна,5,8в,5,Чиличкина_СЯ,MF5hXWtl
461,Шантыкова Карина Максимовна,198,10д,3,Шантыкова_КМ,AynGvBHv
462,Недосекин Владислав Яковлевич,457,10а,4,Недосекин_ВЯ,RNqYZyFT
463,Максимкин Федор Фёдорович,172,10г,2,Максимкин_ФФ,ya8Jntri
464,Матбиюшина Виктория Игоревна,237,8д,2,Матбиюшина_ВИ,GmtQ75tb
465,Шишкунов Герасим Юрьевич,110,8т,4,Шишкунов_ГЮ,2ajRtxkn
466,Сухинин Георгий Алексиевич,475,10х,4,Сухинин_ГА,QY1U3qcu
467,Бисеева Полина Романовна,48,7д,5,Бисеева_ПР,W4Rmy4g0
468,Жукулов Михаил Денисович,60,11г,3,Жукулов_МД,J3AwIASh
469,Тоняев Герасим Петрович,378,9т,5,Тоняев_ГП,4tOGVMuI
470,Шушенкова Алёна Олеговна,36,7и,2,Шушенкова_АО,5l1ryIZS
471,Разроев Дмитрий Павлович,59,9а,2,Разроев_ДП,sUyPAK8x
472,Баззаев Анатолий Данилович,339,9д,2,Баззаев_АД,yQwaOehn
473,Цекова Алла Олеговна,50,8д,2,Цекова_АО,glySUBMx
474,Аборонова Алиса Алексеевна,444,7г,5,Аборонова_АА,QloIkC7h
475,Ягловская Ева Олеговна,181,8в,4,Ягловская_ЕО,ZZ6ruUyB
476,Шароварова Яна Романовна,175,8а,4,Шароварова_ЯР,OG6a3pwq
477,Общев Яков Викторович,466,8а,4,Общев_ЯВ,uBKfcxze
478,Ойзерская Катерина Эдуардовна,120,7х,2,Ойзерская_КЭ,3QktEvBi
479,Прусский Ярослав Иванович,479,11б,2,Прусский_ЯИ,9IW8A41k
480,Лабинов Павел Алексеевич,272,7б,5,Лабинов_ПА,fTo8vvmI
481,Покровов Эдуард Павлович,312,8б,2,Покровов_ЭП,n6L8DfLJ
482,Мачехин Эдуард Данилович,19,7д,3,Мачехин_ЭД,5BrrjOkS
483,Кодорская Раиса Ивановна,27,11б,3,Кодорская_РИ,reCryVND
484,Кондраева Марина Ивановна,469,9д,3,Кондраева_МИ,BAjAKHN3
485,Бульенков Валентин Иванович,136,10т,4,Бульенков_ВИ,UIb0R2i9
486,Тагакова Вероника Яковлевна,393,8т,4,Тагакова_ВЯ,Axd81EfI
487,Гершанова Любовь Евгеньевна,383,11т,5,Гершанова_ЛЕ,X0zX2wUG
488,Салина Алена Егоровна,73,11в,5,Салина_АЕ,ysbi7hUQ
489,Фрумова Зинаида Аркадьевна,78,8а,4,Фрумова_ЗА,Ed4qM3Np
490,Хорняков Борис Борисович,13,8г,2,Хорняков_ББ,IXfPlSv5
491,Гдагазина Лиза Василевна,212,9т,5,Гдагазина_ЛВ,l8Wkbt2x
492,Агаршев Ярослав Михаилович,276,9т,2,Агаршев_ЯМ,VOfMdD8Q
493,Корюшин Пётр Антонович,326,8х,2,Корюшин_ПА,hjJua91F
494,Калаев Пётр Алексиевич,68,8а,3,Калаев_ПА,Tm6QDUrr
495,Ккаталкина Виолетта Егоровна,53,7б,2,Ккаталкина_ВЕ,ZLOaoGL8
496,Рачнов Герасим Алексеевич,103,10а,5,Рачнов_ГА,OmFLedvf
497,Миндубаева Людмила Леонидовна,477,11и,2,Миндубаева_ЛЛ,1FwH5om5
498,Агафьева Вера Ивановна,352,11х,3,Агафьева_ВИ,tiy35THM
499,Житин Эдуард Адамович,481,9а,5,Житин_ЭА,rKZENdLn
